SerialNum,PageTitle,PublishDate,Content,FileUrlSet,OriginalURL
工业和信息化部公告2019年第18号 ,中华人民共和国工业和信息化部 国家税务总局关于发布《享受车船税减免优惠的节约能源 使用新能源汽车车型目录（第八批）》的公告,2019-05-17,	　　根据《财政部 税务总局 工业和信息化部 交通运输部关于节能 新能源车船享受车船税优惠政策的通知》（财税〔2018〕74号）要求，工业和信息化部会同国家税务总局对企业提交的申请材料进行了审查。现将《享受车船税减免优惠的节约能源 使用新能源汽车车型目录》（第八批）、汽车生产企业名称变更名单予以公告。	　　附件：1、享受车船税减免优惠的节约能源_使用新能源汽车车型目录（第八批）<br>　　　　　2、汽车生产企业名称变更名单	工业和信息化部 国家税务总局	2019年5月17日,"['http://www.chinatax.gov.cn/chinatax/n370/c5135352/5135352/files/cc298e71586e4bb7b15db2aece8bbaec.doc', 'http://www.chinatax.gov.cn/chinatax/n370/c5135352/5135352/files/9be8860ceabd46b792d6f8e3b4104d8f.doc']",http://www.chinatax.gov.cn/chinatax/n370/c5135352/content.html
